Date,Open,High,Low,Close,Adj Close,Volume
2000-05-24,106.500000,110.000000,104.187500,109.625000,74.092812,8184200
2000-05-25,110.500000,112.250000,106.375000,106.500000,71.980736,5967600
2000-05-26,105.500000,107.187500,104.562500,106.937500,72.276413,4296900
2000-05-30,107.750000,111.000000,107.687500,110.937500,74.979904,3617500
2000-05-31,110.500000,110.750000,107.187500,107.312500,72.529869,3732500
2000-06-01,107.562500,108.937500,105.500000,106.000000,71.642738,5712500
2000-06-02,109.000000,109.750000,107.625000,108.812500,73.543678,5473300
2000-06-05,108.437500,114.187500,108.437500,112.812500,76.247208,7281400
2000-06-06,112.250000,114.625000,111.250000,112.375000,75.951439,5369400
2000-06-07,112.500000,121.750000,111.500000,121.000000,81.780891,11115500
2000-06-08,119.375000,122.312500,117.500000,119.750000,80.936073,9325600
2000-06-09,119.875000,120.750000,118.875000,119.687500,80.893806,4739100
2000-06-12,119.125000,120.437500,118.843750,118.843750,80.323555,3640300
2000-06-13,118.875000,119.937500,116.750000,119.312500,80.640366,4008600
2000-06-14,118.875000,120.000000,115.500000,116.000000,78.401535,5282600
2000-06-15,116.000000,119.000000,115.875000,116.812500,78.950653,5386300
2000-06-16,116.312500,117.687500,113.250000,113.250000,76.542870,8046200
2000-06-19,113.500000,120.375000,113.250000,120.375000,81.358444,6059200
2000-06-20,120.000000,120.687500,115.375000,116.375000,78.654961,7103800
2000-06-21,115.562500,115.937500,113.500000,114.500000,77.387703,6487000
2000-06-22,114.125000,114.312500,111.250000,111.812500,75.571281,4853100
2000-06-23,113.500000,113.625000,110.812500,111.875000,75.613541,3360900
2000-06-26,113.000000,115.750000,112.875000,114.406250,77.324364,3625900
2000-06-27,111.625000,112.812500,108.750000,109.750000,74.177292,6607900
2000-06-28,110.000000,115.187500,109.875000,113.781250,76.901917,6436600
2000-06-29,111.750000,114.375000,110.062500,114.000000,77.049759,7688500
2000-06-30,112.687500,113.187500,108.625000,109.562500,74.050591,8612600
2000-07-03,108.750000,109.875000,108.312500,109.500000,74.008331,2304400
2000-07-05,105.625000,105.625000,101.125000,105.000000,70.966888,14339600
2000-07-06,105.000000,105.125000,100.000000,101.250000,68.432343,12932700
2000-07-07,102.687500,105.062500,101.625000,105.062500,71.009148,9031700
2000-07-10,104.687500,104.937500,102.875000,103.312500,69.826401,4212200
2000-07-11,103.250000,104.000000,101.000000,102.000000,68.939285,5619800
2000-07-12,103.187500,105.875000,102.625000,104.625000,70.713486,5550500
2000-07-13,105.437500,105.937500,102.000000,104.000000,70.291023,5669700
2000-07-14,103.750000,104.875000,103.125000,103.937500,70.248779,4020000
2000-07-17,104.437500,107.875000,104.187500,105.500000,71.304855,6632700
2000-07-18,104.125000,104.812500,102.625000,103.312500,69.826401,6452700
2000-07-19,102.375000,109.500000,101.000000,108.750000,73.501419,7781400
2000-07-20,112.000000,117.812500,111.750000,117.250000,79.246376,23048400
2000-07-21,117.000000,117.000000,113.750000,114.750000,77.556648,8966400
2000-07-24,114.125000,115.625000,111.625000,112.500000,76.035950,6814400
2000-07-25,113.250000,113.375000,110.250000,112.000000,75.698021,5566900
2000-07-26,111.000000,112.375000,108.875000,109.875000,74.261772,6670400
2000-07-27,109.875000,111.500000,109.312500,110.312500,74.557465,4047400
2000-07-28,111.125000,112.500000,108.875000,111.812500,75.571281,5355600
2000-07-31,110.500000,113.687500,110.062500,112.250000,75.866966,5113500
2000-08-01,112.000000,112.437500,110.250000,110.500000,74.684196,2996500
2000-08-02,111.000000,114.875000,110.750000,114.250000,77.218750,5877900
2000-08-03,113.000000,116.500000,112.312500,116.000000,78.401535,5567400
2000-08-04,116.000000,116.500000,114.312500,115.875000,78.317039,4460500
2000-08-07,116.625000,119.000000,115.812500,116.312500,78.612717,5910700
2000-08-08,115.687500,119.625000,115.562500,118.875000,80.434555,5736700
2000-08-09,119.000000,120.812500,118.750000,118.750000,80.349960,6585400
2000-08-10,118.750000,120.250000,117.875000,119.750000,81.026619,5484100
2000-08-11,119.750000,121.812500,119.187500,120.625000,81.618683,6142400
2000-08-14,120.000000,123.687500,119.312500,123.250000,83.394821,4949400
2000-08-15,122.062500,122.625000,120.750000,122.000000,82.549034,4378100
2000-08-16,121.062500,122.937500,119.500000,122.375000,82.802795,5946000
2000-08-17,119.750000,122.812500,119.500000,122.500000,82.887360,4338400
2000-08-18,122.375000,123.375000,120.125000,120.437500,81.491806,4127500
2000-08-21,121.062500,122.187500,120.062500,121.437500,82.168419,3234200
2000-08-22,121.187500,122.187500,121.000000,121.375000,82.126167,2769400
2000-08-23,120.312500,123.750000,119.875000,123.250000,83.394821,4251200
2000-08-24,123.000000,125.437500,122.687500,124.812500,84.452072,5988300
2000-08-25,124.312500,129.875000,124.250000,129.000000,87.285454,8279000
2000-08-28,129.875000,133.187500,129.750000,131.500000,88.977074,8536600
2000-08-29,131.500000,134.250000,131.000000,132.875000,89.907417,6040000
2000-08-30,130.750000,131.500000,129.562500,130.312500,88.173531,4928800
2000-08-31,131.875000,134.187500,131.625000,132.015625,89.325897,5469500
2000-09-01,133.062500,134.937500,132.625000,133.625000,90.414864,5776300
2000-09-05,132.812500,133.312500,130.812500,131.187500,88.765633,4112100
2000-09-06,130.875000,134.875000,130.375000,131.437500,88.934761,6473000
2000-09-07,131.875000,134.500000,131.875000,133.375000,90.245735,4622800
2000-09-08,132.500000,132.937500,129.375000,129.500000,87.623772,4993700
2000-09-11,127.875000,128.250000,123.625000,124.500000,84.240601,7617700
2000-09-12,124.812500,126.875000,124.062500,125.000000,84.578918,5001700
2000-09-13,123.125000,128.812500,122.750000,127.687500,86.397369,5473600
2000-09-14,128.000000,129.187500,126.312500,126.875000,85.847641,4425500
2000-09-15,126.812500,127.250000,124.750000,125.000000,84.578918,5481700
2000-09-18,125.250000,126.000000,123.062500,123.250000,83.394821,3932800
2000-09-19,122.750000,126.250000,122.562500,124.937500,84.536652,3341000
2000-09-20,124.687500,126.562500,123.500000,124.750000,84.409760,4623400
2000-09-21,124.187500,126.687500,120.000000,121.500000,82.210732,4302200
2000-09-22,123.000000,124.312500,121.312500,123.875000,83.817703,5930100
2000-09-25,124.500000,126.625000,121.000000,123.000000,83.225670,4291000
2000-09-26,120.000000,121.875000,118.375000,119.125000,80.603722,6217200
2000-09-27,120.062500,120.312500,115.500000,118.000000,79.842514,5948900
2000-09-28,117.375000,118.875000,115.000000,115.250000,77.981750,5309100
2000-09-29,115.500000,116.937500,110.250000,112.625000,76.205635,9594600
2000-10-02,112.625000,119.625000,112.625000,117.812500,79.715637,8872200
2000-10-03,118.875000,119.375000,110.000000,110.562500,74.810074,11744200
2000-10-04,110.375000,114.875000,108.562500,114.375000,77.389709,11668900
2000-10-05,113.812500,114.562500,111.562500,113.187500,76.586220,5547000
2000-10-06,114.000000,116.125000,112.750000,116.000000,78.489258,6108400
2000-10-09,115.937500,119.375000,114.312500,117.937500,79.800224,4898000
2000-10-10,116.625000,117.125000,112.437500,114.875000,77.728020,5614200
2000-10-11,111.875000,112.937500,107.500000,112.000000,75.782738,8775800
2000-10-12,114.250000,114.375000,103.125000,103.125000,69.777626,9704900
2000-10-13,104.187500,110.437500,104.187500,109.062500,73.795105,9092600
2000-10-16,111.500000,113.125000,108.562500,111.125000,75.190681,7710400
2000-10-17,111.937500,113.875000,108.562500,113.000000,76.459366,8882500
2000-10-18,96.750000,99.125000,90.250000,95.437500,64.576012,29777800
2000-10-19,98.000000,98.500000,92.687500,96.437500,65.252632,17966900
2000-10-20,95.125000,96.250000,94.187500,94.750000,64.110832,9369200
2000-10-23,94.750000,95.000000,91.062500,92.875000,62.842140,9338600
2000-10-24,93.000000,94.375000,90.187500,91.437500,61.869492,8826200
2000-10-25,90.500000,90.937500,86.937500,87.562500,59.247543,14058500
2000-10-26,88.000000,92.875000,87.625000,92.750000,62.757587,10135700
2000-10-27,93.000000,93.687500,91.000000,93.687500,63.391895,6431400
2000-10-30,93.500000,93.750000,90.312500,93.312500,63.138165,8084000
2000-10-31,93.750000,99.125000,93.750000,98.500000,66.648201,10902600
2000-11-01,98.437500,99.875000,97.250000,98.562500,66.690483,7466200
2000-11-02,99.000000,102.312500,98.500000,101.937500,68.974106,7445100
2000-11-03,102.500000,102.625000,99.375000,100.125000,67.747711,5848500
2000-11-06,99.875000,102.375000,99.437500,100.312500,67.874611,4448500
2000-11-07,101.125000,103.500000,100.687500,102.312500,69.227859,5420600
2000-11-08,103.625000,103.750000,99.250000,100.000000,67.749245,6990800
2000-11-09,96.750000,100.000000,95.687500,99.437500,67.368126,9047900
2000-11-10,98.000000,98.375000,93.000000,93.000000,63.006790,6807900
2000-11-13,91.812500,99.437500,91.625000,97.437500,66.013145,8684900
2000-11-14,99.250000,99.875000,98.500000,99.500000,67.410484,5150900
2000-11-15,99.500000,100.062500,97.625000,99.375000,67.325790,4160300
2000-11-16,99.250000,99.687500,98.250000,98.250000,66.563614,3739700
2000-11-17,98.312500,102.500000,98.250000,101.937500,69.061859,7717400
2000-11-20,101.500000,103.250000,100.875000,103.250000,69.951080,7426600
2000-11-21,103.250000,104.375000,98.500000,98.500000,66.732964,7180700
2000-11-22,98.500000,100.812500,98.312500,98.500000,66.732964,5537100
2000-11-24,99.375000,101.750000,99.250000,99.937500,67.706841,2497500
2000-11-27,100.437500,102.000000,98.437500,98.437500,66.690659,3866200
2000-11-28,98.750000,100.750000,97.375000,97.875000,66.309555,4799100
2000-11-29,97.750000,99.937500,96.687500,99.812500,67.622200,5524600
2000-11-30,98.000000,98.000000,92.250000,93.500000,63.345493,10651400
2000-12-01,94.437500,99.312500,94.375000,95.625000,64.785240,7525100
2000-12-04,96.000000,99.187500,95.750000,98.375000,66.648315,5566800
2000-12-05,100.437500,104.750000,99.625000,103.375000,70.035744,7804200
2000-12-06,101.750000,101.812500,94.812500,96.750000,65.547394,10096900
2000-12-07,95.062500,95.937500,93.125000,93.125000,63.091450,7922000
2000-12-08,98.000000,99.000000,95.750000,97.000000,65.716759,6140600
2000-12-11,96.500000,98.250000,93.750000,95.000000,64.361786,6185600
2000-12-12,95.250000,96.125000,92.500000,93.875000,63.599602,7913300
2000-12-13,94.875000,96.625000,90.687500,91.250000,61.821182,6992600
2000-12-14,92.000000,93.687500,91.812500,92.437500,62.625690,6131400
2000-12-15,90.000000,90.687500,87.312500,87.812500,59.492294,14254500
2000-12-18,88.375000,90.500000,88.375000,90.500000,61.313049,7693800
2000-12-19,90.187500,94.437500,89.812500,90.125000,61.059029,7705300
2000-12-20,85.875000,88.000000,84.812500,86.000000,58.264351,12579400
2000-12-21,85.500000,87.937500,80.062500,81.562500,55.257969,12725500
2000-12-22,84.500000,89.375000,84.500000,89.000000,60.296818,9514000
2000-12-26,89.000000,89.562500,84.250000,84.812500,57.459831,6052300
2000-12-27,84.750000,88.125000,83.562500,84.687500,57.375107,8245100
2000-12-28,83.500000,88.187500,82.125000,85.250000,57.756233,9798600
2000-12-29,86.937500,86.937500,84.250000,85.000000,57.586823,6943700
2001-01-02,84.500000,87.500000,84.125000,84.812500,57.459831,8007200
2001-01-03,83.750000,95.000000,83.750000,94.625000,64.107704,12769900
2001-01-04,94.750000,99.750000,92.687500,93.187500,63.133808,15420500
2001-01-05,93.937500,94.687500,91.000000,94.000000,63.684292,8043200
2001-01-08,93.500000,93.937500,91.562500,93.562500,63.387875,6064800
2001-01-09,94.437500,95.750000,91.437500,92.562500,62.710407,7547100
2001-01-10,92.500000,94.937500,91.687500,93.437500,63.303196,7656100
2001-01-11,92.937500,94.250000,91.250000,93.687500,63.472538,9635000
2001-01-12,93.687500,96.437500,92.375000,93.812500,63.557224,6448000
2001-01-16,93.750000,94.000000,91.812500,92.750000,62.837429,5671900
2001-01-17,95.375000,97.750000,94.312500,96.687500,65.505035,9727000
2001-01-18,104.375000,110.000000,103.500000,108.312500,73.380905,25244900
2001-01-19,107.500000,113.937500,107.250000,111.250000,75.371025,14762200
2001-01-22,109.500000,109.937500,108.187500,108.562500,73.550270,9618500
2001-01-23,109.562500,109.937500,107.625000,109.062500,73.889008,9826900
2001-01-24,109.062500,111.437500,108.937500,110.437500,74.820549,6760900
2001-01-25,110.125000,111.125000,109.437500,110.750000,75.032280,4982100
2001-01-26,109.625000,115.250000,109.187500,114.187500,77.361145,9095200
2001-01-29,112.500000,115.500000,112.470001,114.980003,77.898087,5125000
2001-01-30,115.000000,116.750000,113.400002,116.610001,79.002373,8242000
2001-01-31,115.750000,116.750000,112.000000,112.000000,75.879150,8314200
2001-02-01,112.400002,114.339996,111.199997,114.050003,77.268021,5580800
2001-02-02,112.750000,113.989998,109.599998,110.269997,74.707054,5428400
2001-02-05,109.400002,112.599998,109.300003,112.220001,76.028168,5113700
2001-02-06,112.230003,115.690002,111.199997,114.190002,77.362831,7526400
2001-02-07,113.400002,117.599998,112.669998,116.910004,79.295891,9006900
2001-02-08,116.910004,118.199997,114.029999,114.099998,77.389992,8380800
2001-02-09,114.029999,114.989998,111.000000,112.000000,75.965630,6318800
2001-02-12,110.550003,115.720001,110.300003,114.900002,77.932602,6729300
2001-02-13,114.150002,117.379997,113.070000,113.750000,77.152573,7193200
2001-02-14,113.750000,116.169998,112.500000,115.099998,78.068207,7032900
2001-02-15,116.800003,118.639999,116.379997,116.779999,79.207726,8098700
2001-02-16,114.550003,115.750000,113.940002,115.000000,78.000420,7073000
2001-02-20,114.550003,115.599998,110.779999,111.500000,75.626503,6748300
2001-02-21,109.550003,111.500000,107.290001,107.510002,72.920212,9156900
2001-02-22,106.500000,110.900002,103.379997,108.900002,73.862991,11709000
2001-02-23,107.500000,107.500000,100.250000,104.000000,70.539505,15276600
2001-02-26,105.800003,105.800003,101.830002,105.300003,71.421242,8344100
2001-02-27,104.900002,106.870003,102.559998,102.589996,69.583160,9787900
2001-02-28,102.949997,103.540001,99.099998,99.900002,67.758614,11933200
2001-03-01,99.300003,106.400002,97.500000,106.050003,71.929947,15102000
2001-03-02,104.000000,107.650002,100.940002,102.300003,69.386467,14745500
2001-03-05,102.809998,105.599998,102.639999,104.910004,71.156769,6743900
2001-03-06,106.250000,108.400002,105.250000,106.000000,71.896004,8120000
2001-03-07,107.449997,108.250000,105.660004,107.550003,72.947342,7788900
2001-03-08,107.169998,107.339996,105.370003,106.470001,72.214836,6793600
2001-03-09,105.000000,105.010002,97.900002,99.290001,67.344872,16688100
2001-03-12,97.900002,98.400002,95.019997,95.489998,64.767479,14494800
2001-03-13,95.099998,98.440002,94.199997,98.389999,66.734459,12127900
2001-03-14,95.400002,98.900002,93.339996,94.959999,64.407990,14246600
2001-03-15,96.000000,97.870003,95.169998,95.559998,64.814964,8420000
2001-03-16,93.900002,93.900002,88.199997,90.099998,61.111622,20029400
2001-03-19,91.000000,92.800003,89.199997,92.599998,62.807289,10235500
2001-03-20,91.599998,92.029999,88.099998,88.300003,59.890755,10101100
2001-03-21,88.449997,91.599998,87.750000,89.080002,60.419815,11013000
2001-03-22,89.120003,91.000000,87.650002,89.099998,60.433357,13328200
2001-03-23,93.500000,94.989998,90.290001,93.510002,63.424526,12233600
2001-03-26,95.250000,95.660004,93.750000,95.400002,64.706451,8581200
2001-03-27,94.000000,100.000000,93.970001,99.500000,67.487297,11851200
2001-03-28,97.900002,98.449997,94.250000,94.410004,64.034943,11890500
2001-03-29,94.459999,97.070000,94.260002,95.040001,64.462265,10553700
2001-03-30,96.500000,97.559998,95.139999,96.180000,65.235466,9461300
2001-04-02,97.449997,98.099998,93.580002,94.660004,64.204491,8787000
2001-04-03,94.599998,94.650002,90.099998,90.389999,61.308311,13330000
2001-04-04,90.449997,94.050003,90.050003,92.000000,62.400314,13515600
2001-04-05,95.800003,100.000000,95.529999,98.209999,66.612343,12506100
2001-04-06,98.000000,100.000000,96.400002,97.949997,66.435997,13424200
2001-04-09,98.500000,98.739998,93.800003,96.000000,65.113403,9486600
2001-04-10,97.000000,99.900002,96.559998,99.050003,67.182098,10499400
2001-04-11,101.500000,101.940002,95.800003,97.430000,66.083298,11498400
2001-04-12,96.400002,97.500000,95.150002,96.199997,65.249023,9390100
2001-04-16,96.199997,99.889999,95.199997,96.750000,65.622101,9188500
2001-04-17,97.000000,99.879997,97.000000,99.699997,67.622940,9957300
2001-04-18,103.000000,110.000000,102.300003,106.500000,72.235176,19814300
2001-04-19,112.000000,115.900002,110.449997,114.470001,77.640930,25822400
2001-04-20,114.349998,116.400002,113.750000,114.830002,77.885109,12759100
2001-04-23,114.010002,114.050003,111.680000,112.000000,75.965630,8537500
2001-04-24,113.400002,114.750000,112.300003,112.669998,76.420067,8742000
2001-04-25,112.000000,114.849998,111.989998,114.849998,77.898689,6858500
2001-04-26,114.949997,116.699997,113.680000,113.739998,77.145782,7346100
2001-04-27,116.800003,116.900002,114.550003,116.199997,78.814301,7390600
2001-04-30,116.400002,118.050003,114.720001,115.139999,78.095383,7357200
2001-05-01,115.849998,118.650002,114.900002,118.510002,80.381111,7790800
2001-05-02,118.300003,118.949997,113.739998,115.400002,78.271713,9706200
2001-05-03,114.599998,115.099998,112.349998,113.699997,77.118698,6578000
2001-05-04,112.000000,115.860001,111.199997,115.860001,78.583694,8681400
2001-05-07,116.199997,117.250000,115.000000,115.900002,78.610825,6088600
2001-05-08,117.250000,117.750000,115.500000,117.699997,79.928261,7605800
2001-05-09,116.199997,118.180000,115.300003,116.980003,79.439331,7680200
2001-05-10,118.500000,118.900002,115.199997,115.199997,78.230537,7993900
2001-05-11,113.750000,114.150002,110.959999,111.809998,75.928474,8390200
2001-05-14,111.199997,113.180000,111.000000,112.559998,76.437782,5254800
2001-05-15,113.500000,114.150002,112.500000,113.580002,77.130440,5873400
2001-05-16,112.500000,115.800003,112.199997,115.800003,78.638023,7796700
2001-05-17,115.800003,117.089996,115.050003,115.070000,78.142265,6887700
2001-05-18,115.070000,117.680000,114.900002,117.440002,79.751717,6714900
2001-05-21,117.949997,119.900002,117.550003,119.040001,80.838257,8409400
2001-05-22,119.699997,119.699997,117.250000,118.010002,80.138832,6005300
2001-05-23,117.800003,118.949997,117.099998,117.400002,79.724548,6402600
2001-05-24,117.500000,119.599998,117.500000,119.599998,81.218544,7726400
2001-05-25,119.519997,119.900002,117.760002,117.800003,79.996201,5629100
2001-05-29,117.349998,117.589996,115.080002,115.269997,78.278107,5818000
2001-05-30,114.000000,114.099998,112.000000,112.650002,76.498924,9598700
2001-05-31,112.650002,113.860001,111.639999,111.800003,75.921684,6724100
2001-06-01,112.500000,113.599998,111.900002,112.889999,76.661865,5138900
2001-06-04,113.250000,114.750000,112.849998,113.639999,77.171181,3812200
2001-06-05,113.639999,117.599998,113.559998,116.970001,79.432549,6154400
2001-06-06,117.599998,119.000000,116.500000,117.500000,79.792465,9624200
2001-06-07,117.000000,118.250000,117.000000,117.250000,79.622704,6423700
2001-06-08,117.500000,117.500000,115.599998,116.099998,78.841743,3099100
2001-06-11,116.300003,118.139999,116.099998,117.360001,79.697372,6542700
2001-06-12,116.750000,117.800003,115.550003,117.250000,79.622704,7301500
2001-06-13,117.250000,118.470001,116.529999,116.540001,79.140518,5703200
2001-06-14,115.599998,116.080002,113.989998,115.750000,78.604057,7502500
2001-06-15,115.099998,115.449997,113.379997,113.599998,77.144020,12470100
2001-06-18,113.980003,115.440002,113.309998,114.269997,77.598984,5182800
2001-06-19,116.260002,117.250000,114.559998,114.839996,77.986084,6152800
2001-06-20,113.500000,114.989998,111.760002,113.089996,76.797707,8828300
2001-06-21,112.150002,114.699997,111.360001,112.599998,76.464912,8155800
2001-06-22,112.599998,114.430000,112.500000,112.870003,76.648293,5607200
2001-06-25,113.750000,114.900002,111.779999,112.650002,76.498924,5675900
2001-06-26,111.250000,114.050003,111.099998,113.040001,76.763741,7081900
2001-06-27,113.099998,114.180000,112.449997,113.519997,77.089699,4814100
2001-06-28,113.800003,116.949997,113.750000,115.099998,78.162659,8181000
2001-06-29,115.599998,116.650002,113.000000,113.500000,77.076134,9477400
2001-07-02,113.500000,115.400002,112.959999,114.349998,77.653320,5913100
2001-07-03,114.099998,114.190002,112.760002,112.980003,76.723007,3325800
2001-07-05,112.599998,113.260002,111.790001,112.099998,76.125389,4419000
2001-07-06,110.900002,110.900002,105.809998,106.500000,72.322510,11704600
2001-07-09,106.500000,106.949997,103.650002,104.720001,71.113770,9312600
2001-07-10,104.730003,105.400002,101.599998,101.959999,69.239479,10266600
2001-07-11,101.599998,104.129997,101.559998,103.849998,70.522987,8895400
2001-07-12,105.900002,107.800003,105.620003,107.250000,72.831833,8766400
2001-07-13,106.150002,109.300003,106.110001,108.529999,73.701057,7841800
2001-07-16,108.529999,109.379997,107.279999,107.820000,73.218933,5330100
